methodology_id,name,methodology_link,created,last_updated
OC_METHODOLOGY_313,https://www.comune.milano.it/piano-aria-clima,https://www.comune.milano.it/documents/20126/126287263/Il+Piano+Aria+e+Clima.pdf/4ba580e9-5725-4778-c13a-831d385e35f7?t=1606122406624,2022-10-11,2022-10-11
OC_METHODOLOGY_314,"The city's climate targets were set in 2013, and adopted by the city council. There is a detailed policy plan on this on the website. There are interim targets for 2015 and 2025. Sources: https://www2.minneapolismn.gov/government/programs-initiatives/climate/climate-action-goals/greenhouse-gas-emissions-reductions/ https://www2.minneapolismn.gov/media/content-assets/www2-documents/government/Minneapolis-Climate-Action-Plan-1.pdf Minneapolis is included in cities Race to Zero (https://unfccc.int/climate-action/race-to-zero/who-s-in-race-to-zero#eq-5), but has yet to make a net zero target (or mention one in reporting/plans).",https://www2.minneapolismn.gov/government/programs-initiatives/climate/climate-action-goals/greenhouse-gas-emissions-reductions/,2022-10-11,2022-10-11
OC_METHODOLOGY_315,"Nb No substantive updates since the last entry; in 28 March 2022, Montreal received $117-million grant from the Quebec government to realize the 10-year plan (https://www.cbc.ca/news/canada/montreal/quebec-gives-montreal-117m-to-help-meet-climate-change-goals-1.6400471) This codes for Montreal's Climate Action Plan 2020-2030 (dated 10 Dec 2020)",https://portail-m4s.s3.montreal.ca/pdf/climate_plan_2020_2030_vdm.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_316,"This codes for Nanjing's 'Implementation Options on Promoting High-Quality Development and Carbon Neutralization' （《关于推动高质量发展做好碳达峰碳中和工作的实施意见》), reported on 25 May 2022",http://www.xhby.net/ly/wltt/202205/t20220525_7556859.shtml,2022-10-11,2022-10-11
OC_METHODOLOGY_317,old URL -> https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,https://terrifica.eu/wp-content/uploads/2019/09/TeRRIFICA_FRANCE_state_of_art_OnlinePublication.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_318,Target is recommended by the Mayor's sustainability advisory committee. Source: https://filetransfer.nashville.gov/portals/0/sitecontent/MayorsOffice/docs/Sustainability/SustainabilityAdvisoryCommitteeReport2021.pdf Sources: https://filetransfer.nashville.gov/portals/0/sitecontent/MayorsOffice/docs/Sustainability/LivableNashvilleDraft.pdf https://filetransfer.nashville.gov/portals/0/sitecontent/MayorsOffice/docs/Sustainability/SustainabilityAdvisoryCommitteeReport2021.pdf https://www.nashville.gov/departments/mayor/news/mayor-cooper-announces-multiple-initiatives-combat-climate-change-and-promote,https://www.nashville.gov/departments/mayor/news/mayor-cooper-announces-multiple-initiatives-combat-climate-change-and-promote,2022-10-11,2022-10-11
OC_METHODOLOGY_319,"""New York City will adopt the principles and goals of the Paris Agreement to deliver climate actions that are consistent with or greater than its own commitments to reduce its greenhouse gas emissions 80% by 2050 and that support the critical goal of , holding the increase in the global average temperature to below 2° Celsius above preindustrial levels and pursuing efforts to limit the temperature increase to 1.5° Celsius above pre-industrial levels, as set forth in the Paris Agreement"" - 80% reduction in law https://www1.nyc.gov/assets/home/downloads/pdf/executive-orders/2017/eo_26.pdf ""NYC announces it is the first city in the nation to commit to net-zero pensions by 2040. This includes $8 billion invested in climate solutions by 2025, on the path to $50 billion invested by 2035 to accelerate a green economy."" - https://twitter.com/NYClimate/status/1451191193543458828",http://onenyc.cityofnewyork.us/initiatives/achieve-carbon-neutrality-and-100-percent-clean-electricity/,2022-10-11,2022-10-11
OC_METHODOLOGY_320,https://www.newcastle.gov.uk/citylife-news/action-plan-unveiled-make-newcastle-net-zero-city,https://www.newcastle.gov.uk/sites/default/files/Climate%20Change/Net%20Zero/Net%20Zero%20Newcastle%20-%202030%20Action%20Plan_0.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_321,"This plan prioritises carbon reduction measures to increase the chance of staying within our carbon budget and meeting the 2028 carbon neutral ambition. To do this, emission reduction rates would have to be in excess of 22.3% per year.",https://www.nottinghamcity.gov.uk/media/2619917/2028-carbon-neutral-action-plan-v2-160620.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_322,other URLs https://cdn.paris.fr/paris/2019/07/24/9f2c84f3972254bea7dce597a21789ed.pdf https://cdn.paris.fr/paris/2019/07/24/1a706797eac9982aec6b767c56449240.pdf,"https://www.c40knowledgehub.org/s/article/Paris-Climate-Action-Plan-Towards-a-carbon-neutral-city-and-100-renewable-energy?language=en_US#:~:text=By%202030%2C%20an%20operational%20action,100%25%20reliant%20on%20renewable%20energy.",2022-10-11,2022-10-11
OC_METHODOLOGY_323,"Pittsburgh follows a 0-50-100 goal; zero waste, 50% emissions reduction, and 100% renewable electricity.",https://apps.pittsburghpa.gov/redtail/images/7101_Pittsburgh_Climate_Action_Plan_3.0.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_324,https://english.radio.cz/prague-agrees-climate-plan-further-reduce-co2-emissions-8718795 https://www.sustaineurope.com/prague-city-of-a-hundred-spires-20210106.html https://klima.praha.eu/DATA/Dokumenty/Klimaticky_plan_HMP_2030_revidovany_k_27_5_2021.pdf https://klima.praha.eu/DATA/Dokumenty/Klimaplan_2109_15_online_LOWRES_final2.pdf,https://klima.praha.eu/DATA/Dokumenty/Klimaplan_2109_15_online_LOWRES_final2.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_325,"Qingdao does not have an explicit net zero target by 2050, but is part of the C40. ’2017年，青岛加入C40城市气候领导联盟，在2018年与C40签署的《期限2020》气候行动计划承诺书中，承诺在本世纪下半叶尽早实现碳中和目标’ https://sd.dzwww.com/sdnews/202110/t20211027_9342402.htm On 8 June 2022, it was also reported that Qingdao signed a Carbon Neutralization Agreement with the China National Institute of Standardization (http://www.tanjiaoyi.com/article-38476-1.html) - but it is unclear what the targets were in this Agreement, or if there were any.",https://huanbao.bjx.com.cn/news/20220407/1215889.shtml,2022-10-11,2022-10-11
OC_METHODOLOGY_326,https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf https://wwfint.awsassets.panda.org/downloads/wwf_opcc_energy_efficiency_series_urban_planning_to_reduce_climate_impact.pdf,http://www.quitoambiente.gob.ec/images/Secretaria_Ambiente/Cambio_Climatico/plan_accion_climatico_quito_2020/Folleto%20Resumen%20PACQ01_mar_21.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_327,"nb the targets have not been substantially changed since the last entry. however, this entry adds information from the Plan for Sustainable Development and Climate Action of the City of Rio de Janeiro - https://www.citiesoftomorrow.eu/sites/default/files/documents/Executive_Summary_finalok.pdf.",https://www.citiesoftomorrow.eu/sites/default/files/documents/Executive_Summary_finalok.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_328,https://www.rotterdaminnovationcity.com/News/rotterdam-halves-C02/ https://www.arup.com/projects/rotterdam-energy-transition-plan-2050 https://en.rotterdampartners.nl/app/uploads/2019/11/Factsheet-Climate-Agreement.pdf https://cdn.locomotive.works/sites/5ab410c8a2f42204838f797e/content_entry5c8ab5851647e100801756a3/6202a68272e6ad00978ed66a/files/2.1.1b_Rotterdam_Weatherwise_2020_EN_FINAL.pdf?1644340866,https://www.010duurzamestad.nl/wat-wij-doen/Rotterdamse-klimaataanpak-mei-2019.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_329,working on an updated CAP to help the county reach carbon neutrality by 2045,https://www.cityofsacramento.org/Community-Development/Planning/Major-Projects/General-Plan/About-The-Project/Climate_Change,2022-10-11,2022-10-11
OC_METHODOLOGY_330,https://www.sanjoseca.gov/home/showpublisheddocument/63605/637345707563600000 https://www.sanjoseca.gov/your-government/departments/planning-building-code-enforcement/planning-division/citywide-planning/envision-san-jos-2040-general-plan,https://www.sanjoseca.gov/your-government/department-directory/planning-building-code-enforcement/planning-division/environmental-planning/greenhouse-gas-reduction-strategy,2022-10-11,2022-10-11
OC_METHODOLOGY_331,https://www.thegef.org/news/how-costa-ricas-capital-reimagining-our-urban-future,https://cop25.mma.gob.cl/wp-content/uploads/2020/02/Annex-Alliance-ENGLISH.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_332,https://www.ccacoalition.org/en/resources/promise-seoul-taking-action-against-climate-change,https://www.si.re.kr/si_download/63602/27895,2022-10-11,2022-10-11
OC_METHODOLOGY_333,"States its's a zero carbon target but is actually an emissions reduction target of 95% - ""For the purposes of evaluating whether the target has been reached, a reduction of 95% from the baseline year is taken as meeting the definition of ‘zero’. Whilst, mathematically speaking, it is not zero, it is felt that the overwhelming majority of the emissions will have been dealt with if a 95% reduction is met by 2030. The remaining 5% is assumed to tail off before the country achieves its goal of 100% reduction in 2050. This ‘tail’ of emissions will provide a way of balancing the need for drastic cuts with a small degree of pragmatism and reflects language and recommendations made in the Tyndall Centre report"" Could only find date of publication from here: https://sheffnews.com/news/the-first-step-on-sheffield-s-journey-to-zero-carbon",https://www.arup.com/perspectives/publications/research/section/pathways-to-zero-carbon-in-sheffield,2022-10-11,2022-10-11
OC_METHODOLOGY_334,"Council specific emissions will be net zero by 2030 - ""In 2019 Southampton City Council declared a climate emergency and made a commitment that carbon emissions associated with its activities will be net zero by 2030""; ""By 2026 - Council emissions reduced more than 60% since 2019/20"" See https://www.southampton.gov.uk/news/article/southampton-city-council-publishes-its-green-city-plan-for-delivering-a-cleaner-greener-healthier-and-more-sustainable-council/ for the implementation date",https://www.southampton.gov.uk/media/3r0jtsra/green-city-strategy_tcm63-424943.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_335,St. Louis established a citywide goal to reach carbon neutrality by 2050 as part of the city’s commitment to the Global Covenant of Mayors. https://www.globalcovenantofmayors.org/cities/usa/united-states/st.-louis-mo/ https://www.stlouis-mo.gov/government/departments/planning/sustainability/air.cfm,https://database.aceee.org/city/st-louis-mo,2022-10-11,2022-10-11
OC_METHODOLOGY_336,"nb there have been no substantial updates since the last entry - no other CAPs have been released https://carbonneutralcities.org/cities/stockholm/ https://international.stockholm.se/globalassets/rapporter/strategy-for-a-fossil-fuel-free-stockholm-by-2040.pdf ""the plan expresses the city’s climate budget up to 2040 in the form of an ambition of a maximum permitted amount of 19 million tonnes of greenhouse gases over the period 2020–2040"" ""in addition to the priority goals, the environment programme also has four milestones for 2023. these milestones are: • reduced greenhouse gas emissions – maximum 1.5 tonnes co2 e per resident • reduced climate impact from consumption • reduced greenhouse gas emissions – maximum 105,000 tonnes co2 e from the city’s operations • effective energy consumption""",https://international.stockholm.se/globalassets/rapporter/climate-action-plan-2020-2023_ta.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_337,https://www.stuttgart.de/leben/umwelt/klima/aktionsprogramm-klimaschutz.php,https://www.stuttgart.de/leben/umwelt/energie/,2022-10-11,2022-10-11
OC_METHODOLOGY_338,80% reduction in carbon emissions generation by June 2025 from 2006 baseline at the level of city operations 70% reduction in carbon emissions by 2030 from 2006 baseline at the level of the local area Net zero emissions by 2035 50% of electricity demand met by renewable sources by 2030.,https://www.cityofsydney.nsw.gov.au/strategies-action-plans/environmental-strategy,2022-10-11,2022-10-11
OC_METHODOLOGY_339,"There is a proposal by Game-Changers-Ghana. The major goal of our proposal is to verifiably reduce GHG emissions in the greater Tamale area resulting from the combined GHG emission profiles of the urban (central city), metropolitan (greater urban and peri-urban areas) and nearby agroforestry areas by 80% by 2050 and by 100% by 2100, compared to current levels, which is currently only possible with our technology, hence its profound impact.",https://www.climatecolab.org/contests/2016/the-smart-zero-carbon-cities-challenge/c/proposal/1331574,2022-10-11,2022-10-11
OC_METHODOLOGY_340,nb no substantial updates since the last entry - Toronto is inviting its residents to join a new Climate Advisory Group to implement the Strategy (https://www.toronto.ca/news/city-of-toronto-invites-local-residents-and-organizations-to-join-new-climate-advisory-group/),https://www.toronto.ca/legdocs/mmis/2021/ie/bgrd/backgroundfile-173758.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_341,"No substantial changes since the last entry. Warsaw also has a #Warsaw 2030 strategy - its operational objective 3.2 mentions 'reducing pollutants and GHG emissions' but there is no concrete target. Cf 'The natural environment quality will be improved by reducing pollutants and greenhouse gas emissions, e.g. by popularizing renewable energy sources and energyefficient solutions. Measures will be taken to protect the climate and prepare the City for climate changes.' (p38, https://um.warszawa.pl/documents/56602/38746844/%23Warsaw2030+Strategy.pdf/8845940c-99df-aca4-1a03-524adafe4f63?t=1639549741334#:~:text=Our%20aim%20is%20to%20make,origin%2C%20citizenship%2C%20and%20religion.)",,2022-10-11,2022-10-11
OC_METHODOLOGY_342,"The Mayor pledged in the C40 summit in 2017, and released a document in 2018. https://mayor.dc.gov/release/mayor-bowser-commits-make-washington-dc-carbon-neutral-and-climate-resilient-2050 https://doee.dc.gov/sites/default/files/dc/sites/ddoe/service_content/attachments/Carbon%20Free%20DC%202050_Transportation%20Overview.pdf",https://doee.dc.gov/sites/default/files/dc/sites/ddoe/service_content/attachments/Carbon%20Free%20DC%202050_Transportation%20Overview.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_343,"The city region target is to ""Become net-zero carbon by 2038, with significant progress made by 2030"". It also specifies that ""We need emissions to reduce by 14.5% every year"" and ""By early 2030 carbon emissions need to be around 2 Megatonnes, with final savings made by 2038.""",https://www.westyorks-ca.gov.uk/growing-the-economy/tackling-the-climate-emergency/https://westyorkshire.moderngov.co.uk/documents/s15165/Item%206%20Appendix%201.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_344,"This codes for Wuhan's ""14th Five-Year Plan for Ecological Environmental Protection in Wuhan"" (《武汉市生态环境保护“十四五”规划》）",http://hbj.wuhan.gov.cn/fbjd_19/zc/zcjd/202204/t20220411_1953569.html,2022-10-11,2022-10-11
OC_METHODOLOGY_345,"A research project by Tsinghua University has found that it is possible to Xiongan become a zero carbon city by 2040, if all the relevant measures are implemented.",https://caijing.chinadaily.com.cn/a/202103/08/WS6045c956a3101e7ce9742dcb.html,2022-10-11,2022-10-11
OC_METHODOLOGY_346,UAE has a target; cities don't,,2022-10-11,2022-10-11
OC_METHODOLOGY_347,https://blogs.worldbank.org/arabvoices/reducing-air-pollution-greater-cairo-involves-switching-private-vehicles-improved-public,https://www.worldbank.org/en/news/press-release/2020/09/30/new-project-to-support-the-improvement-of-air-quality-and-the-fight-against-climate-change-in-greater-cairo,2022-10-11,2022-10-11
OC_METHODOLOGY_348,https://www.myclimate.org/information/carbon-offset-projects/detail-carbon-offset-projects/madagascar-energy-efficiency-7152/ https://www.climate-chance.org/en/best-pratices/upgrading-waste-management-in-antananarivo-madagascar/,https://www.ccacoalition.org/en/partners/antananarivo-madagascar,2022-10-11,2022-10-11
OC_METHODOLOGY_349,https://www.visitantwerpen.be/en/transport/low-emission-zone https://www.slimnaarantwerpen.be/en/LEZ/check-your-vehicle/conditions-for-admission-as-of-1/1/2020#current-rules https://focusonbelgium.be/en/lifestyle/antwerp-smart-initiative-reducing-co2-emissions,https://www.arcadis.com/en-us/projects/europe/belgium/warmtenetprogramma-antwerpen,2022-10-11,2022-10-11
OC_METHODOLOGY_350,https://www.ccacoalition.org/en/partners/arequipa-peru https://www.who.int/news-room/feature-stories/detail/healthy-and-sustainable-transport,https://www.ccacoalition.org/en/activity/arequipa-waste-activities,2022-10-11,2022-10-11
OC_METHODOLOGY_351,https://www.urbanagendaplatform.org/node/1581 https://wedocs.unep.org/bitstream/handle/20.500.11822/17081/Paraguay.pdf?isAllowed=y&sequence=1 https://www.ccacoalition.org/en/partners/paraguay,https://procurement-notices.undp.org/view_file.cfm?doc_id=67638,2022-10-11,2022-10-11
OC_METHODOLOGY_352,https://www.100atl.com/,https://static1.squarespace.com/static/5f91d62189677674f6d02ab6/t/5f91e88080fdee7a2aa54f7d/1603397764189/nrdc_100ce_plan_021319_v8_low-res.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_353,https://www.sunstar.com.ph/article/1815146/Bacolod/Local-News/Bacolod-first-city-in-PH-to-declare-climate-emergency,https://www.sunstar.com.ph/article/1892405/Bacolod/Opinion/Batapa-Sigue-Today-is-Bacolod-Earth-Day,2022-10-11,2022-10-11
OC_METHODOLOGY_354,https://www.iq.undp.org/content/iraq/en/home/all-projects/Promoting-Carbon-Reduction-Through-Energy-Efficiency.html,https://www.thegef.org/sites/default/files/web-documents/10392_CC_PIF.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_355,"Bahawalpur comes under the Punjab province. The Environment and Climate change policies are handled under the Environment Protection Department, Punjab. This government entity has created Environment Protection Agency (EPA) which is responsible for the protection, conservation, rehabilitation and improvement of the environment; the prevention and control of pollution; and promotion of sustainable development in the province. EPA outlines its climate change policy in a 2017 unofficial document referred to as the Punjab Climate Change Policy, where it states its generic goal as : 'To ensure that climate action is mainstreamed in the development planning and especially in the economically and socially vulnerable sectors of the economy; and to steer Punjab towards economic growth and climate compatible development'.",https://epd.punjab.gov.pk/district_field_offices,2022-10-11,2022-10-11
OC_METHODOLOGY_356,"Recognition for climate mitigation activities & from 2015-2020 they reduced emissions by 1,133,904 Tons CO2EQ (compared to BAU of in 2020 of 5,846,878 tons of CO2EQ).",http://web.balikpapan.go.id/berita/read/8194,2022-10-11,2022-10-11
OC_METHODOLOGY_357,Bamako seems to be in the process of developing a climate action plan. It would seem that it has already conducted a baseline study of its GHG emissions as part of this process: https://comssa.org/en/news/com-ssa-triggering-a-real-fight-against-climate-change-in-bamako,https://www.comssa.org/en/news/the-district-of-bamako-on-track-to-develop-its-energy-access-climate-action-plan,2022-10-11,2022-10-11
OC_METHODOLOGY_358,"Also part of the climate village program (proklim) Banjarmasin has not yet issued a city level regulation or a master plan for reducing GHG emissions at the city level. Sourced from a PDF, titled 'URBAN ANALYSIS REPORT 2020 Banjarmarsin'",https://resilient-cities.com/en/pilotcities/main-cities/35-banjarmasin,2022-10-11,2022-10-11
OC_METHODOLOGY_359,No climate target or document found.,,2022-10-11,2022-10-11
OC_METHODOLOGY_360,"Beijing has stated that it will release its net zero by 2050 plan, but this has not yet been released (https://finance.sina.com.cn/tech/2021-06-16/doc-ikqcfnca1418904.shtml). In the interim, Beijing has recently released its 'Action Plan for the Green and Low-Carbon Development of the Manufacturing Industry in Beijing' which states that the manufacturing industry will reduce its GHG emissions by 20% compared with 2020 per 10,000 yuan of industrial value added (http://jxj.beijing.gov.cn/zwgk/zcjd/202206/t20220609_2732936.html).",,2022-10-11,2022-10-11
OC_METHODOLOGY_361,"Part of the national 'proklim' program- to create 'climate villages' ""The Climate Village Program (ProKlim) is a national-wide program managed by the Ministry of Environment and Forestry in order to increase the involvement of the community and other stakeholders to strengthen adaptation capacity to the impacts of climate change and reduce GHG emissions as well as to provide recognition for climate change adaptation and mitigation efforts. that have been done that can improve welfare at the local level in accordance with regional conditions."" http://ditjenppi.menlhk.go.id/kcpi/index.php/aksi/proklim They've received awards for following this initiative well, but no official goals/target https://www.bekasikota.go.id/detail/wali-kota-terima-penghargaan-apresiasi-pembinaan-proklim-2019-dari-kementerian-lh",,2022-10-11,2022-10-11
OC_METHODOLOGY_362,"Belfast city council declared a climate emergency in 2019, and aim to set a target date to reach net-zero emissions in 2021.",https://www.belfastcity.gov.uk/climate-change,2022-10-11,2022-10-11
OC_METHODOLOGY_363,"L’objectif principal, en cohérence avec les engagements de la France au plan national, européen et international, vise une réduction des émissions de gaz à effet de serre (GES) entre 25% et 30% d’ici 2020, et de 75% à l’horizon 2050. The main objective (of the Climate Plan), in accordance with the commitments made by France in the nationally, in europe, and internationally, we envision a reduction in green house gases between 25 to 30% by 2020, and upto 75% by 2050.",https://en.calameo.com/read/0014801211e68b0f697d0,2022-10-11,2022-10-11
OC_METHODOLOGY_364,https://www.Brussel.be/plan-climat https://unfccc.int/sites/default/files/resource/LTS_BE_EN_summary.pdf https://www.ft.com/content/f0343c3b-361c-40b3-87b8-409e610c9cb0,https://www.Brussel.be/plan-climat,2022-10-11,2022-10-11
OC_METHODOLOGY_365,https://c2e2.unepdtu.org/kms_object/led-street-lighting-2/,https://www.c40knowledgehub.org/s/article/Cities100-Bucaramanga-is-boosting-bicycle-infrastructure-and-inclusiveness?language=en_US,2022-10-11,2022-10-11
OC_METHODOLOGY_366,https://unfccc.int/sites/default/files/resource/BR4_Romania.pdf,https://ec.europa.eu/regional_policy/en/projects/Romania/upgrade-for-bucharest-s-heating-system-to-reduce-pollution-heat-and-water-losses,2022-10-11,2022-10-11
OC_METHODOLOGY_367,https://unfccc.int/climate-action/momentum-for-change/activity-database/momentum-for-change-bukavu--the-green-city,https://www.cafi.org/countries/democratic-republic-congo/sustainable-wood-energy,2022-10-11,2022-10-11
OC_METHODOLOGY_368,No targets for Angolan cities,,2022-10-11,2022-10-11
OC_METHODOLOGY_369,https://www.adb.org/projects/52220-001/main,https://www.calambacity.gov.ph/images/OtherAttachments/FinalDraftCLUP2017-2026.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_370,https://www.reuters.com/article/us-colombia-transport-electric/colombian-cities-gather-green-speed-with-electric-buses-idUSKBN1W51N5,https://www.ccacoalition.org/en/partners/cali-colombia,2022-10-11,2022-10-11
OC_METHODOLOGY_371,"Resilience strategy, targets for adaptation, but not for mitigation: https://resilientcitiesnetwork.org/downloadable_resources/Network/Can-Tho-Resilience-Strategy-English.pdf",https://resilientcitiesnetwork.org/downloadable_resources/Network/Can-Tho-Resilience-Strategy-English.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_372,https://charlottenc.gov/sustainability/seap/Documents/SEAP_UPDATE_SEPTEMBERFinal9-23-21.pdf,,2022-10-11,2022-10-11
OC_METHODOLOGY_373,https://cpac.columbiasc.gov/ https://cpac.columbiasc.gov/wp-content/uploads/2021/01/Nov_2019_Current-Action-Plan.pdf,https://citycouncil.columbiasc.gov/wp-content/uploads/2021/01/resolution_2017_058_community-wide_twenty_year_target_renewable_energy.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_374,drafting final climate plan- nov 2021,https://www.columbus.gov/sustainable/cap/,2022-10-11,2022-10-11
OC_METHODOLOGY_375,No information available about targets,,2022-10-11,2022-10-11
OC_METHODOLOGY_376,"Planning to follow national targets, but no individual climate target. Source: http://2050.nies.go.jp/report/file/lcs_asialocal/Danang_brochure_Eng.pdf",,2022-10-11,2022-10-11
OC_METHODOLOGY_377,Dalian also recently released its 'Dalian Development and Reform Commission's 2022 Ecological Environmental Protection Work Plan and List of Measures' which states that it will promote carbon neutralization work in an overall and orderly manner (统筹有序推进碳达峰碳中和工作): https://pc.dl.gov.cn/art/2022/3/23/art_2480_2006742.html.,https://climateaction.unfccc.int/Actors/Cities/GCAP19902,2022-10-11,2022-10-11
OC_METHODOLOGY_378,will conduct ghg inventory by 2025,,2022-10-11,2022-10-11
OC_METHODOLOGY_379,"Furthermore, CCROM has developed 2030 business-as-usual (BAU) scenario, which aims to characterize emission levels in 2030 on the assumption that no new mitigation efforts and policies will be adopted. With the energy sector projected to continuously dominate Denpasar GHG emissions, CCROM suggested focusing mitigation efforts on the energy efficiency of both residential and commercial sectors. In this regard, several ongoing initiatives were advised to be developed further to drive wider impact, such as the Green Hotel program that has so far been held back because of the pandemic. The utilization of biodiesel fuel for public transportation was also encouraged.",https://www.asean-mayors.eu/2020/11/indonesia-denpasar-city-marks-a-new-achievement-in-the-climate-action-plan-development/,2022-10-11,2022-10-11
OC_METHODOLOGY_380,https://grand-douaisis.com/scot-mixte-presentation/,http://www.cerdd.org/Parcours-thematiques/Changement-climatique/Initiatives-changement-climatique/S-adapter-au-climat-le-ScoT-du-Grand-Douaisis-mise-sur-la-transversalite,2022-10-11,2022-10-11
OC_METHODOLOGY_381,https://fctvcameroon.org/projects-programmes/urban-slum-programme/waste-to-energy-project/climate-change-low-carbon-energy-in-douala/ https://wedocs.unep.org/bitstream/handle/20.500.11822/17161/Cameroon.pdf?sequence=1&isAllowed=y https://forestsnews.cifor.org/7982/well-managed-logging-concession-areas-could-boost-redd-carbon-stocks-in-congo-basin?fnl= https://documents1.worldbank.org/curated/en/793461558540522213/pdf/Concept-Project-Information-Document-Integrated-Safeguards-Data-Sheet-Douala-Urban-Mobility-Project-P167795.pdf,https://www.ccacoalition.org/en/partners/douala-cameroon,2022-10-11,2022-10-11
OC_METHODOLOGY_382,Dresden Zero demands: the stipulation of climate neutrality by 2035 at the latest in the climate protection concept of the city of Dresden. (Has not happened),https://dresdenzero.de/ziel/,2022-10-11,2022-10-11
OC_METHODOLOGY_383,"Faisalabad comes under the Punjab province. The Environment and Climate change policies are handled under the Environment Protection Department, Punjab. This government entity has created Environment Protection Agency (EPA) which is responsible for the protection, conservation, rehabilitation and improvement of the environment; the prevention and control of pollution; and promotion of sustainable development in the province. EPA outlines its climate change policy in a 2017 unofficial document referred to as the Punjab Climate Change Policy, where it states its generic goal as : 'To ensure that climate action is mainstreamed in the development planning and especially in the economically and socially vulnerable sectors of the economy; and to steer Punjab towards economic growth and climate compatible development'.",https://epd.punjab.gov.pk/,2022-10-11,2022-10-11
OC_METHODOLOGY_384,"There is no official statement from the Florence mayor nor any policy document on their city website. However, an interview (https://cities-today.com/how-florence-is-tackling-its-carbon-emissions/) seems to suggest that Florence is working towards carbon neutrality by 2040",https://cities-today.com/how-florence-is-tackling-its-carbon-emissions/,2022-10-11,2022-10-11
OC_METHODOLOGY_385,mostly following state plan for california,https://www.fresno.gov/darm/wp-content/uploads/sites/10/2020/03/Appendix_G-GHG_Reduction_Plan_Update.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_386,https://www.pna.gov.ph/articles/1073230,https://climate.gov.ph/news/398,2022-10-11,2022-10-11
OC_METHODOLOGY_387,https://www.ge.ch/document/objectif-neutralite-carbone-presentation-du-plan-climat-cantonal-renforce,https://www.geneve.ch/en/actualites/climate-emergency-city-takes-measures-reduce-emissions,2022-10-11,2022-10-11
OC_METHODOLOGY_388,https://goteborg.se/wps/wcm/connect/be800f8b-8c25-498e-80e8-b982d56ddc08/Environment+and+Climate+Programme+for+the+City+of+Gothenburg+2021%E2%80%932030.pdf?MOD=AJPERES,https://carbonn.org/uploads/tx_carbonndata/Climate%20Programme_%20Folder.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_389,"This entry codes for Guangzhou's 14th Five-Year Plan for Low-Carbon Development (广州市碳排放达峰和“十四五”低碳发展战略路径研究 ), which was released 21 December 2020.",http://www.igdp.cn/wp-content/uploads/2020/12/%E5%B9%BF%E5%B7%9E%E7%A2%B3%E8%BE%BE%E5%B3%B0%E5%92%8C%E2%80%9C%E5%8D%81%E5%9B%9B%E4%BA%94%E2%80%9D%E4%BD%8E%E7%A2%B3%E5%8F%91%E5%B1%95%E6%88%98%E7%95%A5%E8%B7%AF%E5%BE%84%E7%A0%94%E7%A9%B6.pdf,2022-10-11,2022-10-11
OC_METHODOLOGY_390,"Gujranwala comes under the Punjab province. The Environment and Climate change policies are handled under the Environment Protection Department, Punjab. This government entity has created Environment Protection Agency (EPA) which is responsible for the protection, conservation, rehabilitation and improvement of the environment; the prevention and control of pollution; and promotion of sustainable development in the province. EPA outlines its climate change policy in a 2017 unofficial document referred to as the Punjab Climate Change Policy, where it states its generic goal as : 'To ensure that climate action is mainstreamed in the development planning and especially in the economically and socially vulnerable sectors of the economy; and to steer Punjab towards economic growth and climate compatible development'.",,2022-10-11,2022-10-11
OC_METHODOLOGY_391,"Target to be a ""green port city"", but light on details. Source: https://www.esci-ksp.org/archives/project/haiphong-city",,2022-10-11,2022-10-11
OC_METHODOLOGY_392,This codes for Hangshou's Carbon Neutralization Implementation Plan (碳达峰碳中和实施意见),https://www.hangzhou.gov.cn/art/2022/4/25/art_812262_59054527.html,2022-10-11,2022-10-11
OC_METHODOLOGY_393,climate change action plan doesn't directly include ghg emission reduction targets,https://www.hartfordct.gov/Government/Departments/Mayors-Office/Mayor-Initiatives/Sustainability,2022-10-11,2022-10-11
